Characteristic Name,Method Speciation,Sample Fraction,Parameter,Region,Guideline Publisher,Guideline Name,Status,Media Name,Freshwater or Marine,Guideline Type,Value,Unit,Notes,Look-up table ,Spec Sheet Url,Last Reviewed,Reviewer
Ethylene glycol,,,Ethylene glycol,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,192000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/181/,,
Fluoride,,,Fluoride,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,120,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/180/,,
Glyphosate,,,Glyphosate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,27000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/182/,,
Glyphosate,,,Glyphosate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,800,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/182/,,
Hexachlorobutadiene,,,Hexachlorobutadiene,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1.3,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/186/,,
Imidacloprid,,,Imidacloprid,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.23,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/187/,,
Imidacloprid,,,Imidacloprid,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,0.65,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/187/,,
Iron,,Dissolved,Iron,"CA,CA-AB,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,300,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=123,,
Linuron,,,Linuron,"CA,CA-AB,CA-QC,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,7,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/189/,,
Manganese,,,Manganese,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,e^{0.878[ln(hardness)]+4.76},µg/L,"long-term CWQG is found using a table or benchmark calculator, 430ug/L is the value for hardness=50 mg/L CaCO3 and pH=7.5",,http://ceqg-rcqe.ccme.ca/download/en/361,,
Manganese,,,Manganese,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,430,µg/L,"long-term CWQG is found using a table or benchmark calculator, 430ug/L is the value for hardness=50 mg/L CaCO3 and pH=7.5",,http://ceqg-rcqe.ccme.ca/download/en/361,,
Methoprene,,,Methoprene,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.09,µg/L,target organism management value: 0.53,,http://ceqg-rcqe.ccme.ca/download/en/192/,,
Methyl tert-butyl ether,,,Methyl tertiary-butyl ether,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,10000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/196/,,
Methyl tert-butyl ether,,,Methyl tertiary-butyl ether,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,5000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/196/,,
Methylmercury(1+),,Total,Methylmercury,"CA,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.004,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/191/,,
Metolachlor,,,Metolachlor,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,7.8,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/193/,,
Metribuzin,,,Metribuzin,"CA,CA-AB,CA-QC,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/194/,,
Molybdenum,,Total,Molybdenum,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,73,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/195/,,
Monochlorobenzene,,,Monochlorobenzene,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1.3,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/152/,,
Monochlorobenzene,,,Monochlorobenzene,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,25,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/152/,,
Chlorophenol,,,Monochlorophenols,"CA,CA-AB,CA-MB,CA-ON,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,7,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=51,,
Nickel,,Total,Nickel,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,if (hardness ≤ 60) \{ 25 \} else if (180 ≤ hardness) \{ 150 \} else \{ e^{0.76[ln(hardness)]+1.06} \},µg/L,Averaging period is 4d for long-term and 1hr for short-term,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=139,,
Nitrate,as N,,Nitrate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,124000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as N,,Nitrate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,3000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as N,,Nitrate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Acute,339000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as N,,Nitrate,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,45000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as NO3,,Nitrate,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,550000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as NO3,,Nitrate,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,13000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as NO3,,Nitrate,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Acute,1500000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrate,as NO3,,Nitrate,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,200000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/197/,,
Nitrite,as N,,Nitrite,"CA,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,60,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=143,,
Nitrite,as NO2,,Nitrite,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,197,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=143,,
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA,CA-SK,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,5.5-9.5,mg/L,"Values are minima. Range encapsulates different water temperatures and life stages - 5.5 (warm water + other life stages), 6 (warm-water + early life stages), 9.5 (cold water + early life stages), 6.5 (cold water+ other life stages)",,http://ceqg-rcqe.ccme.ca/download/en/177/,,
Dissolved oxygen (DO),,Dissolved,Oxygen,"CA,CA-SK,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,8,mg/L,"Values are minima. Range encapsulates different water temperatures and life stages - 5.5 (warm water + other life stages), 6 (warm-water + early life stages), 9.5 (cold water + early life stages), 6.5 (cold water+ other life stages)",,http://ceqg-rcqe.ccme.ca/download/en/177/,,
Pentachlorobenzene,,,Pentachlorobenzene,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,6,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/159/,,
Pentachlorophenol,,,Pentachlorophenol,"CA,CA-AB,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.5,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=58,,
Permethrin,,,Permethrin,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.004,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/202/,,
Permethrin,,,Permethrin,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,0.001,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/202/,,
pH,,,pH,"CA,CA-QC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,6.5-9,,,,http://ceqg-rcqe.ccme.ca/download/en/203/,,
pH,,,pH,"CA,CA-QC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,7-8.7,,,,http://ceqg-rcqe.ccme.ca/download/en/203/,,
"pH, lab",,,pH,"CA,CA-QC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,6.5-9,,,,http://ceqg-rcqe.ccme.ca/download/en/203/,,
"pH, lab",,,pH,"CA,CA-QC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,7-8.7,,,,http://ceqg-rcqe.ccme.ca/download/en/203/,,
Phenols,,Total,Phenols (mono- & dihydric),"CA,CA-AB,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,4,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/204/,,
"2,4-D",,,Phenoxy herbicides,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,4,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=165,,
Picloram,,,Picloram,"CA,CA-AB,CA-SK,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,29,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/207/,,
Propylene glycol,,,Propylene glycol,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,500000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/181/,,
Quinoline,,,Quinoline,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,3.4,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/201/,,
Chloramine,,,Reactive Chlorine Species,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.5,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=194,,
Chloramine,,,Reactive Chlorine Species,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,0.5,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=194,,
Chlorine,,"Total Residual, Comb Available, Free Available",Reactive Chlorine Species,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.5,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=194,,
Chlorine,,"Total Residual, Comb Available, Free Available",Reactive Chlorine Species,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,0.5,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=194,,
Selenium,,Total,Selenium,"CA,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=197,,
Silver,,Total,Silver,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.25,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/355,,
Silver,,Total,Silver,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Acute,7.5,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/355,,
Simazine,,,Simazine,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,10,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/210/,,
Styrene,,,Styrene,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,72,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/211/,,
Sulfolane,,,Sulfolane,"CA,CA-AB,CA-BC,CA-QC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,50000,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/212/,,
Tebuthiuron,,,Tebuthiuron,"CA,CA-AB,CA-QC,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1.6,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/213/,,
Carbon tetrachloride,,,Tetrachloromethane,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,13.3,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/185/,,
Tetrachlorophenol,,,Tetrachlorophenols,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=56,,
Thallium,,Total,Thallium,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.8,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/215/,,
Toluene,,,Toluene,"CA,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,2,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/216/,,
Toluene,,,Toluene,"CA,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,215,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/216/,,
Ammonia and ammonium,as N,Unfiltered,Total Ammonia,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.8224{1 \over 10^{[0.0901821+2729.92/(temperature +273.15)] - pH}+1},mg/L,,Table 2,http://ceqg-rcqe.ccme.ca/download/en/141/,2020-09-15,MK
Ammonia and ammonium,as NH3,Unfiltered,Total Ammonia,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,{1 \over 10^{[0.0901821+2729.92/(temperature + 273.15)] - pH}+1},mg/L,,Table 2,http://ceqg-rcqe.ccme.ca/download/en/141/,2020-09-15,MK
Triallate,,,Triallate,"CA,CA-AB,CA-SK,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.24,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/218/,,
Tributlytin,,,Tributyltin,"CA,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.008,µg/L,*Two similar commonly reported names,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=151,,
Tributlytin,,,Tributyltin,"CA,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Marine,Chronic,0.001,µg/L,*Two similar commonly reported names,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=151,,
Trichlorfon,,,Trichlorfon,"CA,CA-AB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,1.1,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/345/,,
Trichlorfon,,,Trichlorfon,"CA,CA-AB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.009,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/345/,,
Chloroform,,,Trichloromethane,"CA,CA-AB,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,1.8,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/184/,,
Trichlorophenol,,,Trichlorophenols,"CA,CA-AB,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,18,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=54,,
Trifluralin,,,Trifluralin,"CA,CA-AB,CA-SK,CA-QC,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.2,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/219/,,
Triphenyltin,,,Triphenyltin,"CA,CA-AB,CA-QC,CA-MB,CA-BC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,0.022,µg/L,,,http://st-ts.ccme.ca/en/index.html?lang=en&factsheet=153,,
Uranium,,Total Recoverable,Uranium,"CA,CA-AB,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Acute,33,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/328/,,
Uranium,,Total Recoverable,Uranium,"CA,CA-AB,CA-SK,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",CCME,CEQG,Approved,Water,Freshwater,Chronic,15,µg/L,,,http://ceqg-rcqe.ccme.ca/download/en/328/,,
"4,4'-Isopropylidenediphenol",,,Bisphenol a,"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,3.5,µg/L,,,https://www.canada.ca/content/dam/eccc/documents/pdf/pded/bpa/20180626-BPA-EN.pdf,2020-08-25,MK
"Chlorinated paraffins, long-chain, C18-C20",,,Chlorinated alkanes - long chain (C≥18),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,2.4,µg/L,,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,2020-08-25,MK
"Chlorinated paraffins, medium-chain, C14-C17",,,Chlorinated alkanes - medium chain (C14-17),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,2.4,µg/L,,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,2020-08-25,MK
"Chlorinated paraffins, short-chain, C10-C13",,,Chlorinated alkanes - short chain (C10-13),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,2.4,µg/L,,,http://www.ec.gc.ca/ese-ees/C4148C43-C35E-44EA-87A7-866E5907C42C/FEQG_Chlorinated%20Alkanes_EN.pdf,2020-08-25,MK
Hexabromocyclododecane,,,Hexabromocyclododecane (HBCD),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,0.56,µg/L,,,http://www.ec.gc.ca/ese-ees/8BA57E1C-C4D7-4B37-A2CD-2EC50030C427/FEQG_HBCD_EN.pdf,2020-08-25,MK
Tetrabromobisphenol A,,,Tetrabromobisphenol A (TBBPA),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,3.1,µg/L,,,http://www.ec.gc.ca/ese-ees/2FE86525-C439-4BC8-B20A-315AF1CB6F6A/FEQG_TBBPA_EN.pdf,2020-08-25,MK
Hexabromodiphenyl ether,,Total,hexaBDE,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,120,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
,,Total,octaBDE,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,17,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
Pentabromodiphenyl ether,,Total,pentaBDE,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,0.2,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
,,,pentaBDE (BDE-100),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,0.2,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
,,,pentaBDE (BDE-99),"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,4,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
Tetrabromodiphenyl ether,,Total,tetraBDE,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,24,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
Tribromodiphenyl ether,,Total,triBDE,"CA,CA-AB,CA-QC,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,46,ng/L,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,2020-08-25,MK
Chromium(VI),,Total,Chromium (VI),"CA,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,5,µg/L,,,https://www.canada.ca/content/dam/eccc/documents/pdf/pded/feqg-hexavalent-chromium/20180620-H.Chromium-EN.pdf,2020-08-25,MK
Cobalt,,Total,Cobalt,"CA,CA-AB,CA-NB,CA-NL,CA-NT,CA-NS,CA-PE,CA-YT",ECCC,FEQG,Approved,Water,Freshwater,Chronic,if (52 ≤ hardness ≤ 396) \{ e^{0.414[ln(hardness)]-1.887} \},µg/L,Hardness measured in mg/L. The guideline should not be extrapolated beyond the 52-396 mg/L hardness range.,,http://www.ec.gc.ca/ese-ees/92F47C5D-24F5-4601-AEC0-390514B3ED75/FEQG%20Cobalt%20Final%20EN.pdf,2020-08-25,MK
